time,temperature_2m_max (°C),temperature_2m_min (°C),weather_code (wmo code),wind_speed_10m_max (km/h),cloud_cover_mean (%),relative_humidity_2m_mean (%),pressure_msl_mean (hPa),cloud_cover_max (%),dew_point_2m_mean (°C),temperature_2m_mean (°C),apparent_temperature_mean (°C),wind_speed_10m_mean (km/h)
2005-01-10,28.7,19,3,11.5,59,73,1012,100,18,23.5,25.7,7.5
2005-01-11,29.1,17.5,3,12.7,62,72,1012.3,100,17.2,23.1,24.8,7.9
2005-01-12,28.5,17.5,3,12,33,78,1013.6,95,18.5,22.9,25.4,7
2005-01-13,28.6,18.7,3,17.6,42,76,1013.5,100,18.9,23.8,25.7,11.2
2005-01-14,28.6,20.9,2,19.1,42,74,1012.7,74,19.3,24.5,26.2,13.5
2005-01-15,27.5,20.7,3,16.6,46,63,1013,93,16.2,24,24.6,11.8
2005-01-16,28,21.6,3,13.2,60,61,1013.2,100,16.3,24.4,25.2,10.3
2005-01-17,29,20,3,16.6,70,68,1012.6,99,18,24.5,26.2,9.4
2005-01-18,29.2,21.2,3,15.2,57,75,1012.4,95,20.3,25.2,28,8.9
2005-01-19,28.8,22.5,51,19.1,71,80,1013.1,100,21.3,25.2,28.1,11.7
2005-01-20,28.4,23,3,21.9,53,73,1014.8,98,19.9,25.4,27,16.5
2005-01-21,28.6,25,3,23,72,67,1016.2,100,19.8,26.4,27.6,17.7
2005-01-22,28.5,24.1,3,18.4,85,69,1015.3,100,19.9,26.1,27.7,15.2
2005-01-23,28.8,23.1,3,13.8,44,72,1013.9,98,19.9,25.6,27.9,11
2005-01-24,29.9,20.6,3,14.8,48,76,1013.7,88,20.2,25.1,28,8.8
2005-01-25,29.5,21.9,2,14.5,21,74,1012.9,51,20.2,25.6,28.3,9
2005-01-26,29.6,22.3,1,13.6,17,74,1011.6,47,20.1,25.4,28.2,9.3
2005-01-27,29.6,21.2,2,16,27,72,1011,51,19.7,25.3,27.8,10
2005-01-28,29.9,22,3,15.3,50,70,1010.7,91,19.4,25.6,27.8,10.6
2005-01-29,29,21.8,2,20.5,25,71,1010.6,53,19.4,25.2,27.1,12.7
2005-01-30,29.4,23.2,2,15.9,41,67,1011.2,73,19.2,26,27.8,11.9
2005-01-31,27.8,23.8,51,19.7,50,71,1012.1,100,20.1,25.8,27.5,14.8
2005-02-01,28.5,22.8,51,14.7,46,77,1012.9,80,21.1,25.5,28.6,9.9
2005-02-02,27.8,22.5,61,17.9,52,83,1013.4,87,21.5,24.8,27.6,13
2005-02-03,27.8,23.5,51,18.7,51,79,1013.5,81,21.4,25.4,28,13.8
2005-02-04,28,22.6,51,16.7,23,77,1013.8,47,20.7,25.2,27.6,13.1
2005-02-05,28.9,21.6,1,14,20,74,1013.6,49,19.7,24.9,27.4,9.1
2005-02-06,28.9,19.8,2,15.4,12,76,1014.1,70,19.2,24.1,26.6,8.4
2005-02-07,28.6,19.3,3,15.6,26,75,1015.1,80,18.7,23.8,26,8.9
2005-02-08,28.4,21.2,3,17.4,46,70,1015.6,92,18.2,24.5,25.9,12.8
2005-02-09,29.1,21.7,2,18.8,32,71,1016.3,69,19,24.9,26.6,13.5
2005-02-10,30,21.5,3,18.6,29,77,1016.4,91,20.2,25.1,27.5,12.6
2005-02-11,29.5,20.2,1,17.3,9,78,1016.9,29,20.1,24.6,27.2,11.2
2005-02-12,30.1,19,2,14.8,12,76,1016.1,58,18.9,24.1,26.4,10.2
2005-02-13,30.9,17.9,3,11.5,14,72,1014.2,100,17.5,24,26.1,7.5
2005-02-14,32.4,17.9,3,10.9,31,69,1011.8,100,16.4,24.2,25.9,7.6
2005-02-15,33.3,19,3,15.5,69,68,1011.1,100,17.9,25.5,27.3,10.6
2005-02-16,33.7,20.8,0,20.8,1,71,1010,12,19.4,26.2,27.9,16.1
2005-02-17,33.3,22.1,3,21.3,19,75,1010.4,84,20.9,26.4,28.6,16.8
2005-02-18,32.5,22,2,18.7,19,76,1011.3,73,20.9,26.2,28.7,14.6
2005-02-19,31.5,22.1,3,16,23,76,1012.5,88,20.7,25.7,28.6,11.8
2005-02-20,31.1,20.6,3,15,77,76,1012.9,100,19.9,25,27.6,10.7
2005-02-21,30.8,22.2,3,18.7,61,73,1012.6,100,20.2,25.8,28.4,11.9
2005-02-22,30,23.1,51,17.2,34,74,1013.5,59,21.3,26.5,29.4,11.9
2005-02-23,31.4,23.5,2,16.5,30,72,1013.3,67,21.2,27,30.3,9.6
2005-02-24,31.8,22,1,13.9,15,73,1012.9,44,20.6,26.5,29.9,8.2
2005-02-25,32.7,21,0,15.3,3,71,1012.5,17,19.8,26.3,29.4,8.4
2005-02-26,33,21.8,3,13,40,72,1013.2,90,20.1,26.6,29.8,8.7
2005-02-27,33,21.5,1,14,7,68,1012.2,35,18.9,26.4,28.9,9.5
2005-02-28,32,19.8,2,12.6,22,73,1012.1,79,19.4,25.5,28.4,7.5
2005-03-01,31.5,21.7,1,13.2,10,74,1013.1,32,20.5,26.1,29.5,7.9
2005-03-02,31.5,21.5,3,14.6,19,74,1015,81,20.3,25.9,29.4,7.1
2005-03-03,31.4,20.8,3,12.7,20,74,1014.6,83,20.1,25.6,28.8,8.1
2005-03-04,31.5,21.5,2,15,18,73,1014.9,62,20.6,26.4,29.5,9.3
2005-03-05,31.5,22.9,51,15.5,32,73,1015.5,79,21.6,27.1,30.6,9.4
2005-03-06,31.2,24.5,2,17.3,24,73,1015.4,66,21.7,27.4,30.4,12.5
2005-03-07,32.1,23.2,2,16.6,26,72,1015,50,21.6,27.6,30.9,11.1
2005-03-08,32.2,24.4,2,19.5,30,74,1015.1,76,22.4,27.8,31.4,13.5
2005-03-09,30.2,24.3,53,13.9,96,78,1014.8,100,23.1,27.3,31.6,8.7
2005-03-10,31.9,23.8,51,17.3,65,75,1013.3,100,22.3,27.6,31.6,9.1
2005-03-11,33,24.8,3,19.9,69,72,1011.1,99,22.4,28.2,31.9,12.5
2005-03-12,33.3,25.2,51,20.1,33,73,1010.4,77,22.9,28.5,32.1,14.2
2005-03-13,29.6,25.8,61,16.2,57,81,1011,96,23.7,27.4,31.7,11.8
2005-03-14,31.7,24.5,53,17,40,78,1011.4,59,22.9,27.4,31.7,9.5
2005-03-15,31.9,23.9,3,15.6,42,75,1010.8,93,21.8,27,31.1,8.1
2005-03-16,33,23,2,15.5,11,72,1011.2,65,21,27.1,30.4,10.7
2005-03-17,31.1,22.4,1,13.4,11,74,1011.6,47,21,26.4,29.9,9
2005-03-18,32.5,21,3,12.3,19,74,1010.9,82,20.6,26.2,29.6,8.6
2005-03-19,32.5,20.6,2,15,12,71,1010.4,77,19.9,26.3,29.4,8.7
2005-03-20,33.3,22.1,3,15.5,23,75,1010.8,83,21.7,27.1,30.9,9.8
2005-03-21,33.8,23.6,1,18.5,9,74,1009.4,42,22.2,27.8,31.5,12.7
2005-03-22,33.8,24,2,21.9,13,73,1008.2,66,22.2,28.1,31.3,15.7
2005-03-23,35,24.8,1,25.6,21,72,1007.1,47,22.8,29,31.9,19.5
2005-03-24,34.1,26.9,55,21.3,44,73,1007,93,24,29.6,33.1,19.5
2005-03-25,34.5,27,51,21.3,23,75,1008,61,24.5,29.8,33.8,18.4
2005-03-26,34.5,26.8,51,18.9,73,75,1009.1,94,24.6,29.8,34.3,15.5
2005-03-27,34.4,26.9,3,19.4,35,78,1009.5,98,24.8,29.5,34.3,15
2005-03-28,34.7,25.9,3,20,47,74,1009.3,99,23.6,29.2,33.1,15.8
2005-03-29,35.2,25.5,3,20.8,88,71,1008.2,100,22.9,29.2,32.6,16.5
2005-03-30,34.7,26.2,3,20.4,87,75,1006.9,99,24.3,29.5,33.7,16
2005-03-31,35,26.5,3,19.9,65,76,1006.5,97,24.6,29.8,34.3,16.1
2005-04-01,34.2,26.7,3,17.9,34,75,1007,82,24.3,29.5,34.2,13.7
2005-04-02,33.7,25.4,3,18.7,75,75,1008.7,100,23.8,29.1,33.9,11.1
2005-04-03,32,25.6,61,18.2,97,79,1009.7,100,24.2,28.3,33.1,10.3
2005-04-04,29.3,25.6,63,18.5,94,87,1010,100,24.5,26.8,31.8,10
2005-04-05,26.5,25.1,63,13.1,100,93,1010.2,100,24.5,25.6,30.9,8.1
2005-04-06,28.9,24,55,12.3,81,88,1009.4,100,23.9,26.1,31.1,7.4
2005-04-07,30.6,24.9,63,12.7,82,85,1008.3,100,24.4,27.2,32.6,7.8
2005-04-08,30.4,25,53,14.8,100,83,1008.4,100,24.1,27.3,32,10.7
2005-04-09,31.2,26.2,51,17.6,98,84,1008.6,100,24.9,27.9,32.8,12.7
2005-04-10,31.7,26.2,51,19,54,84,1008.7,97,25.4,28.4,33.6,14.1
2005-04-11,31,26.1,53,17.7,26,85,1009.3,69,25.5,28.3,33.5,14.4
2005-04-12,31.4,26.1,51,19.1,19,84,1010.4,51,25.3,28.4,33.6,13.7
2005-04-13,31.6,26.1,51,17.1,12,83,1011.9,38,25.2,28.4,33.8,11.8
2005-04-14,32.9,25.5,2,18.2,18,80,1012.6,54,24.5,28.6,33.7,11.8
2005-04-15,33.2,25.8,2,17.6,12,79,1012.1,61,24.4,28.8,33.6,13.2
2005-04-16,33.6,25.7,1,16.1,11,79,1011.8,41,24.5,28.9,33.9,12.4
2005-04-17,33.8,25.1,1,15.8,9,78,1010.7,46,23.9,28.7,33.3,13.1
2005-04-18,33.6,25.3,1,19.5,12,76,1010.6,45,23.6,28.6,32.7,15.1
2005-04-19,33.1,26.1,3,15.8,69,76,1011.9,99,24.1,29,33.7,12.5
2005-04-20,32.3,25.1,55,17.3,51,80,1012.8,100,24.4,28.4,33.4,11.1
2005-04-21,32.8,25.2,3,16.1,68,76,1010.9,96,23.9,28.8,33.7,10.5
2005-04-22,33.8,25.4,3,16.6,31,75,1009.6,92,24,29.3,33.9,13
2005-04-23,34.3,26.5,3,19.8,59,75,1009.4,100,24.5,29.8,34.5,15.1
2005-04-24,33.8,26.6,51,19.1,70,76,1009.6,100,24.6,29.6,34.1,14.9
2005-04-25,33.8,26.5,3,16.6,37,74,1009.5,95,24.2,29.7,34.4,12.4
2005-04-26,34.3,26.6,3,18.2,75,74,1008.9,97,24.2,29.7,34.6,11.9
2005-04-27,33.7,26.7,3,16.6,59,74,1008.2,96,24.5,29.9,34.6,13.3
2005-04-28,35.5,27.5,1,19.5,18,73,1007,48,25,30.8,35.7,14.9
2005-04-29,35.5,28,1,21.4,14,73,1005.6,28,25.2,31,35.8,17
2005-04-30,34.2,28.4,3,22.2,58,75,1005.5,96,25.5,30.6,35,19
2005-05-01,34,27.4,51,19.7,61,75,1006.6,92,25,30.2,34.9,16.8
2005-05-02,32.9,27.1,61,16.4,85,76,1007.4,99,24.9,29.9,34.7,14.3
2005-05-03,33.8,27.2,61,17.1,97,78,1007.3,100,25,29.5,34.8,11.9
2005-05-04,32.8,26.2,55,15.8,71,79,1007,100,24.8,28.9,33.9,12.1
2005-05-05,33.6,26.1,51,16.1,80,76,1005.7,100,24.6,29.4,34.4,11.1
2005-05-06,35.1,27.4,51,15,72,73,1004.5,100,25,30.8,36.3,11.6
2005-05-07,35.9,27.9,3,16.9,74,70,1004.2,99,24.8,31.4,36.6,12.5
2005-05-08,36.5,28.3,3,18.7,76,70,1004.7,100,25.2,31.9,37,14.8
2005-05-09,37.9,28.7,3,21,67,59,1004.4,100,23.1,33,36.6,16.3
2005-05-10,38.7,28.8,3,21.7,47,55,1003.6,100,22.5,33.2,36.8,14.6
2005-05-11,38.3,29.1,51,18.9,17,55,1004.3,57,22.6,33,36.7,14.4
2005-05-12,38.2,28.7,1,22.6,14,68,1005.1,48,25.3,32.6,37.2,19.1
2005-05-13,38,29,3,23.6,47,62,1004.9,91,23.9,32.9,36.7,18.7
2005-05-14,38.1,29.7,3,25.3,37,63,1005,91,24.3,32.8,36.6,20.2
2005-05-15,38.5,28.9,3,24,85,62,1005.3,96,23.9,32.7,36.2,20.5
2005-05-16,38.5,28.6,3,23.9,47,63,1005.9,87,23.9,32.5,36.1,20
2005-05-17,38,28.4,2,22.5,15,64,1005.5,55,24.1,32.3,36,19.5
2005-05-18,37.2,28.3,2,21.7,14,70,1005.4,62,25,31.7,36.3,17.9
2005-05-19,36,28,1,21.5,7,73,1005.6,41,25.2,31.1,35.7,18.4
2005-05-20,35.8,27.7,2,21.6,14,74,1005.4,73,25.2,30.9,35.5,18.4
2005-05-21,35.9,28,2,22.4,20,74,1005.4,62,25.4,31,35.7,18.9
2005-05-22,35.8,28.2,2,18.8,21,75,1005.8,50,25.7,31.1,36.5,15.7
2005-05-23,36.8,28.2,2,21.8,29,74,1005.8,68,25.9,31.5,36.4,19
2005-05-24,37.2,28.5,3,23.3,41,71,1006,81,25.5,31.8,36.3,20.8
2005-05-25,37.3,28.3,3,20.8,51,70,1005.5,90,25.2,31.7,36.5,17.5
2005-05-26,37.1,28.2,51,19.8,18,69,1005.6,83,25,31.9,36.8,15.6
2005-05-27,36.1,27.1,55,20.8,84,69,1005.9,100,24.5,31.2,36.3,11.3
2005-05-28,35.7,28.2,3,21.5,95,71,1005.3,100,24.9,31.2,36.4,12.1
2005-05-29,35,27.6,61,16.3,81,70,1005.5,99,23.7,30,34.6,10
2005-05-30,34.8,27.5,53,18.4,79,70,1005.4,100,24.3,30.6,35.5,11.1
2005-05-31,35,27.5,51,19,42,71,1004.2,98,24.7,30.9,35.8,12.7
2005-06-01,36.8,27.9,61,21.6,71,66,1002.9,100,23.8,31.4,35.9,13.1
2005-06-02,36.5,27.8,63,20.4,69,66,1002.2,100,24,31.5,36,13.2
2005-06-03,36.5,28,51,20,96,65,1002.2,100,24.1,31.7,36.4,12.4
2005-06-04,37,28.7,3,22.3,44,66,1001.7,90,24.8,32.2,37,14.8
2005-06-05,36.4,28.9,2,22,31,67,1002.5,58,24.9,32,36.6,16.5
2005-06-06,36.8,28,3,19.8,20,66,1003.2,93,24.5,32,36.3,16.6
2005-06-07,37.2,28.9,3,19,65,62,1003,99,23.7,32.4,36.6,14
2005-06-08,37,28.9,61,19.3,51,64,1001.6,99,23.8,31.7,36.3,11.7
2005-06-09,34.3,27.1,63,21.6,95,68,1001.3,100,23.9,30.7,34.5,15.4
2005-06-10,36.2,28.5,51,20.7,100,60,1001.6,100,22.7,31.6,34.6,17.2
2005-06-11,36.8,28.6,3,19.1,93,56,1002.3,100,22,32.1,35,15.3
2005-06-12,37.3,29.3,3,18.8,96,54,1001.8,100,21.9,32.7,36,13.6
2005-06-13,37.5,29.2,3,19.1,59,57,1001.9,100,22.7,32.7,36.3,14
2005-06-14,37.2,29.2,3,17.2,57,60,1003.3,95,23.4,32.3,36.6,12.7
2005-06-15,38,29.5,51,16.9,76,56,1002.8,99,22.4,32.9,36.5,13.6
2005-06-16,38,29.7,3,19.1,74,53,1002.1,100,21.8,33.1,36.3,14.1
2005-06-17,38.9,29.9,3,24,90,49,1001.3,100,21.1,33.8,36.1,16.8
2005-06-18,37.8,29.5,61,24.4,88,48,1002,100,20.4,33.2,34.9,18.6
2005-06-19,37.5,29.2,3,21.7,95,49,1002.2,100,20.6,32.8,34.9,16.9
2005-06-20,37.2,29,3,22,97,52,1002.4,100,20.7,32.2,34.5,15.7
2005-06-21,30.2,27.4,53,19.6,98,65,1004.5,100,21.8,29.3,32.1,13.5
2005-06-22,34.8,26.9,53,19.4,99,57,1005.5,100,20.5,30.2,32.4,13.7
2005-06-23,35.3,27.5,51,15.8,96,58,1005,100,21.2,30.6,33.6,11.6
2005-06-24,36,28.5,51,20.6,100,53,1004.3,100,20.8,31.9,34.4,13.5
2005-06-25,35.7,29.1,3,22.7,100,56,1004.8,100,21.3,31.6,34,15.7
2005-06-26,36.5,29,3,21.3,99,50,1005.1,100,20.3,32.3,34.3,14.2
2005-06-27,35.9,29,3,18.6,99,49,1004.4,100,19.9,32.1,33.6,16.1
2005-06-28,35.8,29.1,51,20,100,48,1004.2,100,19.4,32,33.2,16.7
2005-06-29,36.3,28.9,3,20.6,100,47,1004.4,100,19.4,32.3,33.5,17.5
2005-06-30,36.6,27.6,51,19.1,74,53,1004.7,100,20.5,31.7,33.8,16.1
2005-07-01,36.6,28.8,3,23.3,95,52,1005.6,100,20.8,32.1,34.1,16.7
2005-07-02,36.8,28.4,3,22,83,50,1006.1,100,20.1,32.1,33.6,17.2
2005-07-03,37.2,28.5,51,24.4,92,49,1005.5,100,19.9,32.3,34,16.4
2005-07-04,37.5,28.5,3,21.2,85,46,1004.3,100,19.3,32.7,34.2,16
2005-07-05,36.3,28.7,55,24.6,98,53,1004.2,100,20.3,31.3,33.2,14.5
2005-07-06,35.8,28.4,3,19.1,99,48,1005.4,100,19.4,31.8,33.2,15.3
2005-07-07,35.6,28.5,3,19.6,100,50,1004.5,100,19.8,31.9,33.9,13.2
2005-07-08,35.7,29.3,3,22,100,52,1003.1,100,20.4,31.8,34,14.3
2005-07-09,35.9,28.8,51,19.5,100,56,1003.2,100,21.2,31.2,33.7,14.3
2005-07-10,35.7,28.1,51,22.3,92,59,1004.3,100,21.5,31.2,34,14.3
2005-07-11,35.8,28.6,51,17.6,79,58,1006,99,21.8,31.6,35.1,11.6
2005-07-12,36.3,26.7,61,15.8,62,64,1006.4,97,22.8,31,35.4,9.4
2005-07-13,33.9,27.2,63,15.7,89,71,1006.1,100,23.8,30,35,8.5
2005-07-14,32.2,26.1,63,13.3,99,78,1006.9,100,24.4,28.8,34.2,8.7
2005-07-15,31.6,25.2,53,16.2,93,80,1007.4,100,24,27.9,32.6,10.8
2005-07-16,30.7,24.7,61,13.3,95,82,1006.8,100,23.9,27.4,32.2,9.5
2005-07-17,31.4,24.9,61,11.3,75,80,1005.1,100,23.7,27.6,32.4,8.8
2005-07-18,32.2,25.1,61,11.2,23,81,1005.6,46,24.4,28.1,33.8,6.1
2005-07-19,32.3,25.4,63,10.6,51,82,1006.5,91,24.7,28.3,34,7.3
2005-07-20,32.8,26.5,61,17.9,80,79,1006.1,100,24.7,29,34.5,9.7
2005-07-21,33.5,25.9,61,16.5,78,75,1005.9,99,23.7,28.9,33.4,11.9
2005-07-22,32.9,26.1,61,17.7,99,71,1004.7,100,22.6,28.6,32.1,12.7
2005-07-23,31.4,25,63,18.8,100,83,1004.6,100,23.8,27.2,31.6,11.2
2005-07-24,31.3,25.8,53,22.7,100,71,1004.5,100,22.2,28.2,31,15.4
2005-07-25,32.7,26.4,3,26.9,99,60,1003.2,100,20.7,29.3,30.7,20.6
2005-07-26,32.4,27.1,53,24.1,98,61,1002.7,100,21,29.4,31.2,18.4
2005-07-27,33.7,26.6,55,25.5,61,62,1003.1,91,21.2,29.3,31.3,17.4
2005-07-28,33.6,26.9,53,23.3,94,62,1004.2,100,21.1,29.4,31.7,15.4
2005-07-29,34.3,26.5,61,23.9,99,60,1004.5,100,20.8,29.5,31.4,17.1
2005-07-30,34,26.1,55,27.2,93,59,1002.9,100,20.7,29.6,31.2,18.4
2005-07-31,34.2,27.3,3,22,93,56,1002,100,20.5,30.5,32,18.3
2005-08-01,33,27.6,53,25,93,59,1003.3,100,20.7,29.6,31.2,18.5
2005-08-02,33.1,27,3,21.9,98,56,1004.5,100,20.2,30,31.6,16.4
2005-08-03,33.9,27.3,3,23.6,98,54,1005.2,100,19.9,30.6,32.1,16.1
2005-08-04,34,27.5,51,20.2,94,54,1006.1,100,19.8,30.3,31.8,16.1
2005-08-05,34.8,27.8,3,20.1,85,52,1006.4,100,19.8,31.1,32.7,16.2
2005-08-06,35.9,27.3,3,17.7,50,49,1005.8,87,19.2,31.4,33.3,13.1
2005-08-07,36,27.1,3,19.8,60,49,1005.5,100,19,31.1,33.1,12.5
2005-08-08,34.2,27.7,3,17.5,99,52,1006.9,100,19.5,30.5,32.7,10.4
2005-08-09,32,26.6,51,14.4,100,67,1007.7,100,21.7,28.6,32.2,7.5
2005-08-10,33.4,26.5,53,17.5,95,66,1006.6,100,21.8,29,32.3,11.3
2005-08-11,34.7,26.5,3,18,69,59,1005.7,98,20.9,30.3,33.1,12.5
2005-08-12,35.5,26,51,19.7,44,57,1005.1,87,20.6,30.5,33.1,13
2005-08-13,35.1,26.4,53,18.5,82,58,1004.8,100,20.7,30.4,33,12.7
2005-08-14,34.5,26,61,15.5,88,67,1004.8,100,22.3,29.4,33.1,10.8
2005-08-15,32.6,26.5,53,16.3,100,74,1004.5,100,23,28.4,32.7,8.7
2005-08-16,33.3,26.7,61,18,100,68,1005.5,100,22.1,28.8,32,12.7
2005-08-17,34.5,26.5,51,16.2,97,56,1006,100,20.3,30.1,32.7,11.3
2005-08-18,33.5,27.5,3,16.3,92,58,1006.2,100,20.7,30.1,32.7,12.3
2005-08-19,34,27.8,3,17,100,58,1006.7,100,21,30.4,33.2,12
2005-08-20,34.7,27.4,3,12.6,94,59,1006.9,100,21,30.3,33.5,9.7
2005-08-21,34.5,26.6,3,17.2,95,63,1006.9,100,21.4,29.8,33.1,11.5
2005-08-22,33.5,26.7,3,14.3,92,68,1007.7,100,22.9,29.8,34,10.4
2005-08-23,33.5,27.4,51,15.9,55,71,1008.5,94,23.5,29.7,33.9,13.7
2005-08-24,33.7,26.6,55,17.3,55,73,1008.6,87,23.6,29.2,33.8,11
2005-08-25,33.8,26,63,17.2,28,70,1007.9,69,23,29.5,33.8,11
2005-08-26,34.1,25.1,53,16.1,43,72,1007.8,100,23.2,29.2,33.5,11.5
2005-08-27,33.1,25.4,53,16.4,84,75,1007.5,100,23.5,28.8,33.4,10.4
2005-08-28,33.2,25.6,53,14.4,28,74,1007,91,23.5,29,33.7,10
2005-08-29,33.8,25.4,51,16.6,18,73,1007.3,45,23.4,29.1,33.6,11.7
2005-08-30,33.2,26,51,12.2,37,74,1005.1,80,24,29.3,34.5,9.2
2005-08-31,33.5,26.5,63,15.9,56,78,1003.6,93,24.7,29.2,34.6,9.6
2005-09-01,34,25.5,63,13,71,77,1003.5,96,24.2,29.1,34.3,8.7
2005-09-02,32.8,26.9,51,12.5,73,76,1004.3,99,24.6,29.5,34.7,9.1
2005-09-03,32.3,25.7,61,14,98,79,1003.7,100,24.2,28.4,33.5,8.6
2005-09-04,32.2,25.2,61,13.1,65,79,1002.7,100,23.9,28.1,33,9.4
2005-09-05,32.7,25.2,61,14.2,78,82,1003.4,99,24.1,27.8,33.3,7.1
2005-09-06,31.8,25.2,63,11.8,98,82,1004.5,100,24,27.6,32.7,8.5
2005-09-07,28.5,24.5,61,12.2,100,88,1004.6,100,24.1,26.4,31.4,7.5
2005-09-08,31.5,25.8,51,14.9,100,81,1003.7,100,24.2,28,33.3,8
2005-09-09,32.2,25.5,63,12.1,99,84,1004.3,100,24.4,27.5,32.7,8.8
2005-09-10,30.9,26.2,53,17.7,100,78,1003.9,100,23.9,28.3,32.4,13.3
2005-09-11,32.5,25.6,55,18.3,100,74,1002.9,100,23.1,28.4,31.7,15.6
2005-09-12,32.3,26.8,3,23,100,66,1003.2,100,22.1,29.1,31.5,18.1
2005-09-13,33,26.9,51,20.7,100,66,1004.7,100,22.1,29.4,32,17.6
2005-09-14,33.7,26.6,51,19.8,93,70,1006.7,100,23.3,29.5,33.3,14.5
2005-09-15,32.3,26.8,53,17.6,97,75,1008.5,100,23.6,28.7,32.7,13.1
2005-09-16,33.2,26.5,51,16.5,97,70,1009.1,100,22.9,29.4,33.4,11.8
2005-09-17,33.8,26.5,3,13.8,79,66,1009.5,97,22.5,29.8,33.9,10.1
2005-09-18,34.4,26.8,3,17.3,99,56,1008.9,100,20.3,30.1,32.6,12.8
2005-09-19,33,27.5,3,27,100,52,1006.4,100,18.9,29.8,30.2,19.8
2005-09-20,33,27.4,3,26.3,98,54,1004.6,100,19.3,29.7,30.4,19.6
2005-09-21,34.5,26,3,22.3,35,62,1006.2,88,21.2,29.7,31.8,19.4
2005-09-22,34.2,26.5,3,21.1,29,70,1008.5,89,23.3,29.7,33.5,15.6
2005-09-23,34,27.1,55,19.1,44,74,1009.7,94,24.2,29.6,33.9,15.3
2005-09-24,34,26.6,2,18.8,22,71,1009.5,69,23.6,29.8,34.3,11.8
2005-09-25,34,26.1,55,17.3,60,72,1008.8,94,23.4,29.5,34,10.8
2005-09-26,33.5,26.6,51,17.9,36,71,1007.8,68,23.4,29.6,33.9,11.2
2005-09-27,33.4,26.1,61,11.4,73,73,1007.9,100,23.5,29.2,34,8.4
2005-09-28,32.9,25.1,61,12.2,73,76,1007.6,98,23.5,28.4,33.1,8.8
2005-09-29,32.5,25.3,61,18.4,97,75,1007.6,100,23.2,28.3,32.5,10.8
2005-09-30,33.3,25.4,53,14.5,98,75,1008.5,100,23.4,28.5,33.2,9.5
2005-10-01,33.5,25.8,53,13.4,100,72,1009.1,100,23.1,28.9,33.3,9.8
2005-10-02,32.8,26,55,11.5,98,76,1008.9,100,23.9,28.9,33.9,9.1
2005-10-03,33.5,25.7,51,13.4,14,73,1008,53,23.3,29.1,33.9,8.8
2005-10-04,33.3,26,51,13.6,48,75,1008.6,94,23.7,29.1,34.1,8.8
2005-10-05,33.2,25.8,51,12.1,31,73,1009.6,99,23.5,29.1,34.1,7.8
2005-10-06,32.8,25.4,53,13.7,11,74,1009.7,24,23.4,28.8,33.6,8
2005-10-07,31.5,25.4,51,10,20,79,1009.6,59,23.9,28.2,33.6,5.7
2005-10-08,31.6,25,51,12.6,41,75,1009.1,100,23.1,28.2,33,6.4
2005-10-09,30.8,24.9,61,20.1,81,79,1009.1,100,23.3,27.4,31.7,10.1
2005-10-10,25.8,24.3,63,19,100,93,1008.3,100,23.9,25,29.1,13.6
2005-10-11,27.5,24.4,61,17.4,99,91,1008.1,100,23.8,25.4,29.5,13.4
2005-10-12,25.8,24.1,63,15.5,100,93,1007.7,100,23.8,24.9,29.4,10.2
2005-10-13,28,24,63,13.2,98,92,1005.3,100,24,25.3,30,9.4
2005-10-14,29.9,23.6,51,15.4,95,85,1006,100,23.6,26.5,30.6,12.5
2005-10-15,30.5,25.1,53,14.1,36,85,1008.1,87,24.8,27.6,32.7,11.3
2005-10-16,30.2,24.8,53,13.3,38,85,1010,75,24.1,26.9,31.9,8.6
2005-10-17,29.7,24.1,63,9,83,85,1010.7,100,23.8,26.5,31.8,5.7
2005-10-18,28.1,23.8,63,9.4,90,87,1010,100,23.4,25.9,30.7,6.4
2005-10-19,28.9,24.3,63,11.5,84,87,1008,100,23.6,25.9,30.6,8.1
2005-10-20,30.2,23.7,61,12.7,80,85,1007.3,100,23.7,26.5,31.5,7.5
2005-10-21,30.6,24.8,63,10.4,82,86,1008,100,24.2,26.8,32.3,6.1
2005-10-22,29.4,24.4,61,12.8,94,87,1008.6,100,24.1,26.4,31.8,5.4
2005-10-23,29,24.4,63,9.1,70,86,1008.8,100,23.8,26.3,31.5,5.7
2005-10-24,28.3,24.5,63,11.3,98,89,1009.6,100,23.8,25.9,31,6
2005-10-25,27.5,24.2,63,13.4,98,91,1009.2,100,23.9,25.5,30,10.6
2005-10-26,25.4,24.4,63,23.7,100,93,1007.4,100,23.6,24.8,28.1,17.6
2005-10-27,25,24,65,27,100,91,1005.2,100,23,24.5,26.8,21.9
2005-10-28,27.6,22.5,63,23.5,99,83,1006.7,100,21.6,24.7,26.8,18.3
2005-10-29,30.2,24.8,51,15.6,94,76,1007.4,100,22.3,27,31,8.4
2005-10-30,30.6,24.9,3,10.2,56,80,1007.7,95,23.4,27.4,32,8.5
2005-10-31,30.2,25.2,53,11.3,55,86,1008.8,95,24.5,27.1,32.4,8.6
2005-11-01,30.5,24.1,55,12.4,41,86,1009.4,99,24,26.6,31.9,6.8
2005-11-02,29.5,24.5,53,13.5,77,88,1010.4,100,24,26.3,31.5,7
2005-11-03,28.5,24.3,63,16.3,90,86,1010.8,100,23.5,26.1,30.4,11
2005-11-04,27.9,24.3,61,15.6,96,88,1010.8,100,23.6,25.7,29.9,11
