time,temperature_2m_max (°C),temperature_2m_min (°C),weather_code (wmo code),wind_speed_10m_max (km/h),cloud_cover_mean (%),relative_humidity_2m_mean (%),pressure_msl_mean (hPa),cloud_cover_max (%),dew_point_2m_mean (°C),temperature_2m_mean (°C),apparent_temperature_mean (°C),wind_speed_10m_mean (km/h)
2005-11-05,26.8,24.4,61,19.7,99,89,1011.1,100,23.5,25.4,28.9,16.1
2005-11-06,25.2,24.2,63,23.8,100,93,1010.6,100,23.4,24.7,27.4,20.9
2005-11-07,26.6,24.2,63,29.1,100,80,1009.9,100,21.6,25.5,26.6,24.8
2005-11-08,26.8,24.6,63,24.7,100,84,1009.5,100,22.5,25.4,27.9,18.6
2005-11-09,25.5,24.2,63,16.2,100,93,1010.3,100,23.4,24.7,28.7,12.3
2005-11-10,27.3,24.2,61,17.1,100,90,1010.8,100,23.6,25.3,29,14.6
2005-11-11,27.5,24,63,23.1,100,86,1010.8,100,22.9,25.5,28.4,17.3
2005-11-12,28.1,23.5,51,24.8,98,72,1012,100,20.7,26.1,27.7,18.2
2005-11-13,28,21.9,3,20,73,76,1012.8,100,20,24.7,26.5,15.2
2005-11-14,27.9,21,3,18.8,45,77,1012.7,88,19.9,24.3,26.2,13.7
2005-11-15,28,21.4,3,18.4,52,76,1011.7,92,19.8,24.4,26.4,13.9
2005-11-16,28.1,19.5,3,14.5,62,77,1011.5,98,19.2,23.7,25.9,10.8
2005-11-17,28,18.9,3,16.2,89,76,1012.3,100,18.5,23.5,25.3,11
2005-11-18,28,18.8,3,18,82,74,1012.5,97,18.7,23.8,25.5,12.2
2005-11-19,27.9,22.5,3,23,95,72,1012.8,100,19.5,25.1,26.5,16.4
2005-11-20,28,24.2,55,28.8,93,71,1011.8,100,20,25.8,26.6,20.8
2005-11-21,25.1,23.8,63,24.3,100,93,1010.9,100,23.2,24.4,26.8,22
2005-11-22,25.4,23.9,63,23.3,100,93,1011.5,100,23.1,24.3,27.1,19.2
2005-11-23,25.1,23.1,61,25.3,100,93,1012.1,100,23,24.1,27.1,17.3
2005-11-24,26.4,23.5,61,17.1,100,91,1012.4,100,23,24.6,28.2,13.3
2005-11-25,26.7,23.2,53,16.8,71,89,1012.6,100,22.8,24.7,28.4,11.7
2005-11-26,27,23.2,53,16.6,48,84,1012.6,80,21.9,24.8,27.7,13.6
2005-11-27,27.8,23.5,51,22.3,39,77,1012.8,57,20.9,25.3,27.3,16.7
2005-11-28,27.5,23.3,3,24.2,80,70,1012.9,100,19.4,25.3,26.5,17
2005-11-29,27.1,22.4,3,25.5,98,75,1011.6,100,19.9,24.7,25.7,19.1
2005-11-30,27.1,23,51,24.1,94,75,1008.5,100,19.9,24.8,25.8,19.7
2005-12-01,27.5,23.2,53,29.2,98,79,1008,100,21,25,26.4,21.1
2005-12-02,24.5,23.8,63,21.4,100,93,1009,100,22.9,24.1,26.7,19.1
2005-12-03,27.1,24,63,24.7,98,89,1009,100,23.1,25.1,27.9,19.1
2005-12-04,27.9,23.8,51,13.9,80,88,1010.3,100,23.2,25.3,29.6,9.7
2005-12-05,28.1,23.1,51,21.6,66,84,1010.3,100,22.1,25.2,28.1,14.4
2005-12-06,28.2,23.6,3,21.6,56,79,1011.1,100,21.5,25.5,27.9,16.2
2005-12-07,27.7,22.6,3,23.7,98,80,1011.2,100,20.9,24.7,26.5,18.1
2005-12-08,27,21.4,3,27.8,100,74,1010.3,100,19.1,24.1,24.7,20.6
2005-12-09,25.7,24,63,25.9,100,84,1009.3,100,21.6,24.5,26,21.7
2005-12-10,26.4,23.5,61,22.2,99,91,1010.6,100,23,24.5,27.5,17
2005-12-11,26.5,23.3,63,18.1,81,88,1011.5,100,22.5,24.7,27.8,14.1
2005-12-12,27.2,23.2,61,23.3,94,84,1012.1,100,22.1,25,27.6,16.3
2005-12-13,27.1,23.5,61,23.5,66,85,1012.5,100,22.2,24.9,27.5,16.8
2005-12-14,27.2,23.1,3,22,36,80,1011.9,95,21.3,25,27.4,15.8
2005-12-15,26.8,22.8,3,24.7,95,74,1013,100,19.4,24.4,25.4,17.9
2005-12-16,26.4,21.6,3,27.4,91,75,1012.9,100,19.1,24,24.3,21.3
2005-12-17,25.6,23.5,61,29.4,100,85,1010.9,100,21.4,24.1,25.5,22
2005-12-18,25.1,23.1,61,25.9,100,92,1008.7,100,22.4,23.8,25.6,22.5
2005-12-19,26.2,23.3,61,27.9,100,90,1007.6,100,22.6,24.4,26.5,21.4
2005-12-20,26.5,23.4,61,24,82,91,1008.4,100,22.7,24.3,26.6,20.7
2005-12-21,27.6,23.4,51,22.6,51,88,1009.8,81,22.8,24.9,27.7,18.5
2005-12-22,27.6,23.3,3,23.7,38,86,1009.7,91,22.4,24.9,27.7,16.5
2005-12-23,27.6,22,51,12.8,31,85,1010,83,21.9,24.6,28.3,9
2005-12-24,27.5,22.2,51,12.1,32,85,1011.3,74,21.7,24.6,28.5,6.9
2005-12-25,26.9,22,51,14.3,25,85,1013.1,48,21.2,24,27.1,10.4
2005-12-26,26.5,21.1,3,16.7,44,79,1014.5,93,19.5,23.4,25.5,11.4
2005-12-27,26.2,20.5,51,14.8,22,79,1015.3,53,19.2,23.1,25,11.2
2005-12-28,25.5,21.3,51,18.5,52,80,1015.1,100,19.3,23.2,24.9,12.3
2005-12-29,26,19.3,2,17.1,23,72,1015.2,73,17.2,22.6,23.6,11.7
2005-12-30,26.5,21,3,15.8,70,73,1015.3,100,18.3,23.5,25,10.9
2005-12-31,26.2,21.9,3,20.2,66,70,1015.5,99,17.9,23.8,24.5,15
2006-01-01,26.7,22.1,3,18.6,64,69,1015.6,93,17.9,24,24.8,14.6
2006-01-02,25.8,22.4,3,18.8,75,67,1014.4,100,17.3,23.8,24.3,14.5
2006-01-03,26.5,22,3,18.6,91,69,1012.9,100,17.8,23.9,24.8,13.7
2006-01-04,26.9,21.2,3,17.5,96,75,1012.2,100,19.2,24,25.4,13.9
2006-01-05,26.8,22.7,3,22.9,82,79,1012.1,100,20.3,24.2,25.6,17.8
2006-01-06,27.1,22.4,3,19.4,77,73,1012.5,100,19,24.4,25.6,15.3
2006-01-07,26.9,22.8,51,16.4,85,80,1012.4,100,21,24.7,27,13.7
2006-01-08,27.1,23.5,53,16.9,88,83,1012.7,100,22,25.1,28,13.7
2006-01-09,27.5,23.3,51,19.2,42,84,1012.5,100,21.9,25,27.9,14.3
2006-01-10,26.8,22.1,3,20.8,55,79,1012.7,100,20.3,24.3,26,16.7
2006-01-11,26.8,21.6,3,18.3,65,74,1012.6,100,18.7,23.9,25.3,13.7
2006-01-12,27.2,22.1,3,19.1,47,75,1012.5,94,19.4,24.3,25.9,13.8
2006-01-13,27.1,21,3,17.8,66,79,1012.4,100,19.5,23.6,25.7,11.9
2006-01-14,27.5,20.9,3,15,56,80,1012.6,100,20.2,24,26.5,11.2
2006-01-15,27.2,20.8,3,16.8,48,82,1012.8,91,20.3,23.7,26.2,10.8
2006-01-16,27.5,21.2,2,13.5,23,78,1013.4,75,19.9,24.1,26.4,10.3
2006-01-17,27.6,18.6,3,9.3,23,80,1013.8,90,19.2,23.1,25.9,6.9
2006-01-18,27.3,17.8,3,10.7,30,82,1013.8,100,18.9,22.3,25,6.7
2006-01-19,28.2,17.5,3,8,31,80,1013.7,100,18.6,22.6,25.4,5.2
2006-01-20,29,17.6,3,8.7,34,77,1014,100,18.1,22.9,25.5,5.1
2006-01-21,29.2,17.6,3,8.3,39,77,1014.1,100,17.9,22.8,25.3,5.2
2006-01-22,29.6,18,3,9.5,27,77,1013.7,100,17.7,22.8,25,6.3
2006-01-23,30.2,17.8,3,12.1,19,72,1012.7,96,17,23.4,24.9,9.7
2006-01-24,30.6,19.4,0,11.6,1,72,1013.3,14,18.1,24.4,26.2,10.3
2006-01-25,28.1,19.5,2,14.9,13,76,1014.7,50,19.1,23.9,26,10.2
2006-01-26,27.4,20,51,18,21,80,1016.2,34,19.9,23.7,25.9,11.5
2006-01-27,27.8,22.5,51,25.5,32,74,1015.5,83,19.7,24.8,25.9,18.7
2006-01-28,27.1,21.2,2,22.7,21,65,1014.3,60,17,24.1,24.4,16.4
2006-01-29,27.5,19.9,1,15.8,19,65,1014.7,40,16.4,23.6,24.4,12.2
2006-01-30,27.8,19.5,2,14.8,23,68,1015.5,59,16.7,23.4,24.6,10.1
2006-01-31,27.5,21.1,3,17.1,41,65,1016.3,97,17,24.1,25.2,11.4
2006-02-01,27.3,20.4,3,16.5,50,70,1015.9,87,17.8,24,25.1,11.7
2006-02-02,28.2,20.5,2,16.3,30,71,1015.7,68,18,24.1,25.3,12.3
2006-02-03,28.8,22.1,3,16.6,42,70,1015.7,92,19,25.2,26.8,12.5
2006-02-04,29.4,22.8,2,19.6,26,76,1016.3,68,20.8,25.7,28.1,13.6
2006-02-05,29.8,20.5,3,18.1,21,78,1015,85,20.4,24.9,27.6,11.2
2006-02-06,29.5,19.6,2,14.5,11,78,1014.2,67,19.2,23.9,26.5,8.7
2006-02-07,29.4,19.6,3,14,26,72,1014.3,86,17.7,23.9,25.7,9.4
2006-02-08,28.1,19.6,3,14.2,67,66,1015.5,100,16.5,23.6,24.6,10.6
2006-02-09,28.6,19,3,17.1,95,71,1016.2,100,17.7,23.8,25.4,9.5
2006-02-10,28.4,21.2,3,17,77,75,1015.3,98,19.6,24.5,26.5,12.6
2006-02-11,29.5,19.8,2,17.8,23,75,1014,75,19.4,24.5,26.6,12.2
2006-02-12,29.5,19.4,2,16.1,25,69,1013.7,77,17.7,24.5,25.9,12.1
2006-02-13,29.4,18.4,3,16.1,16,67,1013.6,87,16.5,23.9,25.1,10.4
2006-02-14,29.6,17.2,2,10.1,20,68,1012.6,73,16.4,23.3,25.1,6.6
2006-02-15,30,16.4,3,11.4,63,72,1011.5,100,16.4,22.7,24.5,6.7
2006-02-16,31,18.6,2,15.2,13,75,1011,67,18.7,24.2,26.3,10.9
2006-02-17,30.7,20.5,3,13,32,76,1011.8,81,19.6,24.8,27.4,10
2006-02-18,30.2,19.7,3,10.5,22,77,1012.4,82,19.6,24.4,27.3,7.9
2006-02-19,31.1,19.1,3,10.4,27,78,1011.6,100,19.6,24.3,27.5,6.8
2006-02-20,31,19.2,3,10.9,22,78,1011.5,93,19.4,24.3,27.1,8.4
2006-02-21,30.5,19.4,3,9.8,49,76,1011.3,100,19.1,24.4,27.2,7.2
2006-02-22,31,18.9,3,11.3,56,74,1011.4,100,18.5,24.3,27.1,5.8
2006-02-23,31,18.6,3,10.5,79,71,1010.6,100,17.5,24.2,26.5,6.1
2006-02-24,30.9,17.9,3,11.3,48,69,1010.2,100,17.2,24.2,26.3,6.8
2006-02-25,31.9,17.7,3,10.8,48,72,1010.5,100,17.7,24.1,26.5,6.3
2006-02-26,31.3,18.4,3,13.4,78,74,1010.2,100,18.9,24.6,27.3,7.8
2006-02-27,31.5,21.2,3,15.1,30,78,1010.1,96,21.3,26,29.5,9.8
2006-02-28,31.4,23.6,51,16.9,28,77,1009.6,65,22.3,27,30.7,11.3
2006-03-01,32.2,24.1,3,16.8,38,75,1009.6,83,22.2,27.4,31.2,11.1
2006-03-02,32,22.5,2,19.4,40,77,1010,73,22.3,27,30.8,10.8
2006-03-03,29.9,24.9,63,17.3,87,83,1011.3,100,23.4,26.5,30.7,11.1
2006-03-04,29.5,24,51,14.3,79,81,1012,100,22.9,26.7,30.8,8.9
2006-03-05,31.5,23.5,2,16.2,31,78,1011.3,78,22.6,27,31.2,9.5
2006-03-06,31.5,23.4,2,15.8,23,75,1012.1,67,21.6,26.9,30.6,9.9
2006-03-07,31.5,22.8,2,15,15,74,1011.9,75,21.4,26.9,30.4,9.9
2006-03-08,31.5,22,2,14.4,19,75,1012.2,68,21.3,26.5,30.1,9.1
2006-03-09,30.9,23,2,17.1,29,74,1013.1,56,21.4,26.8,30.2,9.7
2006-03-10,31.5,22.8,2,16.4,38,72,1011.4,62,21.2,27,30.8,7.2
2006-03-11,31,24.3,61,14.7,49,77,1010.9,81,22.5,27.1,31.2,8.1
2006-03-12,31.6,24.5,53,14.7,30,77,1009.5,62,22.8,27.4,31.8,9
2006-03-13,31,24.5,51,16.3,31,78,1009.7,87,23,27.5,31.7,10.7
2006-03-14,31.5,24.6,53,16.8,29,76,1011.1,61,22.7,27.6,31.4,12.3
2006-03-15,31.8,25.2,51,15.8,25,71,1011.3,42,22.1,28,31.5,12.5
2006-03-16,31.6,24.2,3,16.2,60,74,1010,98,22.5,27.8,31.7,9.9
2006-03-17,33,25.6,53,14.5,87,73,1009.8,100,22.7,28.3,32.6,9.1
2006-03-18,32.1,23.9,2,17,25,73,1010.2,69,22.3,27.8,31.8,10.1
2006-03-19,31.5,24.5,3,16.9,56,71,1010.9,100,21.8,28,31.6,10.3
2006-03-20,32.3,23.5,3,15.6,77,68,1011,100,20.4,27.4,30.7,8.8
2006-03-21,33.5,20.5,3,13.8,34,65,1009.4,84,18.6,26.9,29.7,7.2
2006-03-22,34.2,22,3,17.1,40,65,1007.9,100,19.4,27.6,29.8,12.4
2006-03-23,33.8,22.5,3,15,59,68,1007.1,100,20.5,27.8,30.7,11.9
2006-03-24,34.4,23.6,3,14.9,62,68,1007.9,100,21.2,28.3,31.6,12.1
2006-03-25,33.8,23.5,2,16.1,25,72,1009.3,78,21.7,27.9,31.5,11.6
2006-03-26,34.7,23.1,3,18.6,20,72,1009.5,86,21.8,28.1,31.7,11.6
2006-03-27,35.5,23.4,3,16.5,40,70,1007.9,97,21.6,28.6,32,12.8
2006-03-28,33.7,24.9,2,15.3,32,72,1008.6,68,22,28.2,32,11.2
2006-03-29,32.5,23.8,3,14.5,40,72,1010,100,22,28,31.9,9.4
2006-03-30,32.8,25.1,51,16,26,73,1010.9,53,23,28.7,33.1,9.4
2006-03-31,34,24.4,1,15.9,10,73,1010.5,34,22.9,28.6,33.1,9.4
2006-04-01,34.5,24.1,1,18.7,8,74,1009.4,40,22.7,28.5,32.3,13.4
2006-04-02,34.2,25.4,2,21,20,72,1009.3,77,22.6,28.7,32,16.6
2006-04-03,33.9,24.3,2,20,10,70,1009,57,21.9,28.4,31.4,15.8
2006-04-04,33.9,24,1,20.4,6,69,1008.6,33,21.7,28.5,31.5,15.4
2006-04-05,35.1,25,2,20.2,11,72,1008,57,23,29.2,32.8,16.3
2006-04-06,35.6,26,1,20.7,10,74,1007.9,39,24.1,29.9,34,17
2006-04-07,35.7,26.2,1,20.3,4,73,1007.2,23,24.2,30,34.3,16.3
2006-04-08,35.5,26.7,2,21.7,16,74,1006.6,66,24.4,30,34.3,17.4
2006-04-09,34.7,26.4,2,22.1,17,74,1007.1,50,24.2,29.8,33.9,17
2006-04-10,34.2,26.9,3,20.1,25,73,1008.2,84,24,29.8,33.8,16.5
2006-04-11,34.7,26.5,2,17.6,22,72,1007.4,65,23.8,29.7,33.9,15
2006-04-12,35.5,27.1,2,20.8,30,72,1005.8,69,23.9,30.1,34.3,16.4
2006-04-13,35,27,2,21.3,16,74,1006,66,24.4,30,34.4,16.4
2006-04-14,33.1,26.8,51,18.6,75,78,1008.3,100,24.6,29.2,33.8,14.3
2006-04-15,32.5,26.7,51,18.6,91,76,1008.9,100,24.1,29.1,33.5,12.5
2006-04-16,33.2,26.2,63,20.4,97,75,1007.4,100,24,29,33.1,14.7
2006-04-17,32.1,24.6,63,16,100,82,1008.4,100,23.6,27.2,31.7,10.2
2006-04-18,32.1,25.5,51,16.2,100,79,1008.7,100,24.2,28.4,33.3,10.8
2006-04-19,33.3,26.1,53,13.8,99,77,1009.9,100,24.5,29.1,34.4,10.3
2006-04-20,33,25,3,13.7,67,77,1010.6,100,23.9,28.8,34.1,8
2006-04-21,32.9,24.7,51,13.4,63,76,1010,99,23.3,28.3,33.3,7.5
2006-04-22,33.2,23,3,12.2,47,73,1008.7,100,21.9,27.7,32,7.5
2006-04-23,34,23.7,2,12.6,39,74,1007.7,78,22.7,28.4,32.9,9.5
2006-04-24,34.3,24.5,3,16.8,57,75,1007.3,100,23.1,28.6,32.9,11.9
2006-04-25,36.4,25,3,19.1,61,74,1006,100,23.7,29.6,34.3,12.2
2006-04-26,36.9,26.5,3,15.4,59,73,1005.6,100,24.7,30.8,36.1,12.1
2006-04-27,38.2,27.4,3,15.5,57,71,1004.4,100,25.1,31.9,37.5,11.4
2006-04-28,38.4,28.5,3,19.2,31,66,1003.7,99,24.6,32.4,37.1,15.3
2006-04-29,38.7,28.8,2,16.3,31,61,1003.5,69,23.4,32.6,36.8,13.4
2006-04-30,38.9,29,3,20.6,20,61,1004.2,96,23,32.5,36.3,15.6
2006-05-01,37.8,28.5,3,22,23,66,1004.7,97,24.4,32.2,36.9,14.7
2006-05-02,35.2,28.1,1,19.8,18,77,1005.9,36,26.1,30.8,36.6,13.6
2006-05-03,32.4,27,51,18.7,68,78,1007.6,92,25,29.3,34.4,13.3
2006-05-04,32.9,26.6,51,18,76,75,1009,99,24.1,29.2,33.8,12.1
2006-05-05,32.6,26.4,51,18.7,89,75,1009.4,100,24.1,29.1,33.4,14.4
2006-05-06,34.2,26.6,51,21.7,20,75,1008.2,44,24.4,29.7,33.8,17.7
2006-05-07,35.1,27.5,51,22.9,12,74,1006.5,29,24.7,30.3,34.3,19.7
2006-05-08,35.4,27.7,1,24.2,5,73,1006.8,22,24.8,30.6,34.6,20.2
2006-05-09,35.7,27.4,1,24.4,4,72,1007.2,20,24.7,30.6,34.6,20.2
2006-05-10,37,27.5,0,23,4,71,1005.6,17,24.8,31.2,35.4,19.9
2006-05-11,36.8,28.1,2,23.2,15,71,1005.9,65,25.2,31.4,35.8,19.7
2006-05-12,37.3,28.5,1,23.2,21,70,1006.8,49,25.1,31.7,36,20.1
2006-05-13,37.5,28.5,2,23.1,14,70,1006.2,52,25.1,31.8,36.1,20.6
2006-05-14,37.2,28.4,1,22.4,6,71,1006.3,21,25.2,31.6,36.1,19.4
2006-05-15,37.8,28.4,1,21.6,10,67,1005,47,24.5,32,36.2,18.3
2006-05-16,38.1,28.7,3,21.7,20,66,1005,80,24.5,32.3,36.4,19
2006-05-17,36.9,28.9,3,21.3,25,64,1005.2,100,24.1,32.1,36.4,15.7
2006-05-18,37.2,27.9,63,19.5,100,67,1004.9,100,24.2,31.6,36.9,8.6
2006-05-19,35.7,27.1,51,16.7,83,71,1004.6,100,24.3,30.4,35.2,12.6
2006-05-20,36.8,28.2,3,18.1,92,59,1004.9,100,22.3,32,35.7,13
2006-05-21,37.6,28.4,3,19.1,36,54,1004.6,85,20.9,32.2,35.1,13.3
2006-05-22,38,28.8,3,19.1,52,52,1004.2,88,20.6,32.5,35.1,14.1
2006-05-23,37.5,28.6,3,23.8,36,58,1003.7,100,22.1,32.2,35.4,15.2
2006-05-24,36.4,29.4,3,20,100,54,1003.1,100,21.4,32.4,35.2,15.3
2006-05-25,34.8,26.8,61,16.6,100,69,1003.4,100,23.1,29.8,33.9,10.8
2006-05-26,34,25.9,55,14.9,100,73,1004.9,100,23.1,28.9,33.4,7.7
2006-05-27,33,26.3,63,15.3,99,77,1005,100,23.8,28.5,33,10
2006-05-28,33.4,26.8,53,17.6,87,70,1003.6,100,23.5,29.7,33.6,14.3
2006-05-29,34.2,27,51,23.1,81,64,1002.1,100,22.2,30.1,32.7,17.8
2006-05-30,34.4,27.4,61,23.4,85,64,1001.5,100,22.3,30,32.5,19.7
2006-05-31,32.2,27,51,25,95,67,1004.2,100,22.6,29.4,31.9,19.3
2006-06-01,35.8,27,53,19.2,90,62,1006.1,100,22.4,30.9,34.1,15.6
2006-06-02,35.6,27.7,3,22.4,95,55,1006.2,100,21,31.4,33.7,16.7
2006-06-03,35.7,26.7,61,17.1,99,64,1005.6,100,22.3,30.3,33.9,12.7
2006-06-04,34.2,27.1,51,19.3,100,65,1005.6,100,22.5,30.1,33.7,12.7
2006-06-05,35,27.8,51,18.1,98,66,1005.8,100,22.8,30.1,33.8,13.4
2006-06-06,34,27.6,3,15.9,100,64,1005.9,100,22.5,30.4,34.3,9.9
2006-06-07,35.3,27.9,3,18.2,99,65,1005.6,100,22.9,30.9,34.7,13.1
2006-06-08,35.5,28.6,3,18.8,95,58,1005.2,100,21.5,31.3,34.5,13
2006-06-09,36.7,28.2,3,22,60,59,1004.5,99,22,31.6,34.8,14.7
2006-06-10,36.8,29,3,22.7,81,58,1005.6,100,21.7,31.6,34.3,16.5
2006-06-11,36,28.5,3,21,40,57,1006.2,87,21.4,31.2,34,15
2006-06-12,36.2,27.9,51,18.6,19,59,1005.5,45,22.2,31.6,34.9,14.1
2006-06-13,36.2,27.6,61,21.1,48,64,1005.4,83,23,31,35,12.4
2006-06-14,35,27,53,15.3,77,72,1006.1,100,24.2,30.1,34.9,10.9
2006-06-15,35.4,26.9,53,15.3,84,72,1005.8,100,24.3,30.4,35.2,12.5
2006-06-16,35.2,26.2,55,16.4,77,70,1005.9,99,23.9,30.2,35,10.9
2006-06-17,34,26.5,61,13.9,92,74,1005.9,100,24.3,29.8,35,9.2
2006-06-18,34.3,27.5,51,15.1,98,72,1004.5,100,24.6,30.5,35.8,10.4
2006-06-19,35.3,27,53,17.4,60,70,1003.1,100,24.1,30.5,35.3,11.6
2006-06-20,34.2,26,63,19.3,96,77,1002.8,100,24.4,29.1,33.8,12.1
2006-06-21,33,26,61,16.8,87,78,1002.4,100,24.4,28.8,34.1,8.3
2006-06-22,33.8,25.6,63,15.5,76,80,1001.3,99,24.5,28.6,33.7,10.7
2006-06-23,33.2,26.4,61,16.6,90,78,1001.5,100,24.7,29,34.2,11.5
2006-06-24,33.5,27.2,3,18.8,82,71,1003.4,100,23.7,29.8,33.9,13.5
2006-06-25,33.8,27.5,3,18.8,99,63,1004.3,100,22.4,30.5,33.7,13.8
2006-06-26,33.5,28,51,19.1,96,59,1005,100,21.4,30.3,33.1,13.2
2006-06-27,33.8,26.9,55,15.3,100,69,1004.2,100,22.9,29.3,33.2,10.9
2006-06-28,28.4,26.4,53,16.3,100,80,1005,100,23.6,27.5,32,9.9
2006-06-29,31.1,26.1,51,16.9,100,73,1004.6,100,23.1,28.6,32.3,12.8
2006-06-30,34.1,28,3,21.7,98,59,1004.7,100,21.6,30.5,33.1,14.8
2006-07-01,34.7,27.2,3,23.7,96,56,1004.4,100,20.9,30.9,32.7,17.5
2006-07-02,34.8,28.8,3,28.9,100,51,1002.5,100,20,31.3,32.2,19.8
2006-07-03,35.8,28.7,3,29.3,100,48,1001.2,100,19.3,31.9,32.1,23.3
2006-07-04,35.7,28.5,3,26.4,100,49,1001.7,100,19.6,31.9,32.5,21.3
2006-07-05,36.2,28.1,3,24.8,78,47,1004.8,97,19,31.9,32.7,18.7
2006-07-06,36.6,27.5,3,22.7,56,48,1006.7,99,19.2,31.9,33.4,14.9
2006-07-07,36.5,28.1,3,19.8,43,49,1005.9,89,19.8,32.2,34.2,14.4
2006-07-08,36.3,28.8,3,19.6,45,50,1004.9,94,20.5,32.4,34.8,14
2006-07-09,36.2,28.8,3,17.4,90,54,1005.2,100,21.1,31.9,35,12.3
2006-07-10,36,29.2,51,18.4,90,53,1006,100,20.8,32,35,11.3
2006-07-11,36.5,28.6,51,19.2,81,53,1005.6,100,20.7,31.7,34,13.9
2006-07-12,34.6,26.8,53,19.2,96,59,1005.5,100,21.1,30.4,33,12.8
2006-07-13,35.2,27.1,53,22,87,60,1004.7,100,21.2,30.2,32.8,14.5
2006-07-14,34.3,27.1,61,18.5,94,63,1004.4,100,21.7,29.9,32.8,13
2006-07-15,35.2,27.6,51,22.5,81,53,1004.2,100,20.4,31.3,33.1,16
2006-07-16,35.8,27.8,53,22.7,90,52,1003.1,100,20.3,31.5,33.4,15.3
2006-07-17,36,28,3,20.5,64,51,1002.2,100,20.2,31.7,33.6,15.7
2006-07-18,35.7,27.7,3,20.3,40,57,1003.2,86,21.1,31.1,33.5,15.8
2006-07-19,35.8,28.3,53,20.2,76,56,1005.1,98,21.1,31.2,33.8,14.2
2006-07-20,34.8,27.8,51,18.8,98,57,1006,100,21.1,30.9,33.5,14
2006-07-21,35,26.5,51,17.7,100,64,1005.4,100,21.9,29.9,32.9,13.4
2006-07-22,34.7,28.2,3,16.9,100,59,1006.3,100,21.5,30.8,33.8,12.4
2006-07-23,34.9,28,3,15.9,99,61,1007.5,100,21.7,30.5,34.1,10
2006-07-24,35.1,27.4,53,15,81,64,1007.7,100,22.6,30.7,35.1,8.6
2006-07-25,31.2,27.1,51,14.1,97,71,1006.9,100,22.9,29,33,9.9
2006-07-26,29.5,26,61,17.7,95,84,1007.4,100,24.4,27.4,31.9,12.4
2006-07-27,32.5,25.8,51,17,98,75,1007.4,100,22.7,27.7,31.5,10.5
2006-07-28,33.3,25.5,51,17.3,100,64,1005,100,21.1,28.9,31.6,12.2
2006-07-29,35.2,26.2,3,21.8,99,53,1004.4,100,19.3,30.1,31.6,15.8
2006-07-30,35.1,26.7,3,18.9,97,54,1005.8,100,19.9,30.4,32.2,15.5
2006-07-31,35.1,26.6,53,16.9,95,57,1006.2,100,20.6,30.2,32.9,12.3
2006-08-01,33.3,26,53,12.7,100,67,1005.9,100,21.7,28.8,32.3,8.7
2006-08-02,33.2,27.3,3,17.3,100,57,1004.7,100,20,29.7,31.8,12.8
2006-08-03,33.3,27.9,3,19.1,100,51,1003.2,100,19.1,30.3,31.7,14.1
2006-08-04,34.7,27,3,20.9,100,54,1003.5,100,19.9,30.3,31.8,16.8
2006-08-05,34.8,26.8,51,21.2,100,61,1006.3,100,21.2,30,32.7,14.4
2006-08-06,34.3,27.1,51,16.9,97,68,1008.1,100,22.8,29.9,33.6,13.3
2006-08-07,35,26.4,51,19.5,68,66,1008.1,90,22.6,30,33.8,13
2006-08-08,34.4,27.2,51,20.5,84,64,1008,100,22.3,30.2,33.5,14.3
2006-08-09,35,26.4,61,16.3,93,64,1006.8,100,21.8,29.8,33,12.7
2006-08-10,35,26.6,55,22.2,95,61,1005.2,100,21.2,29.9,32.4,14.8
2006-08-11,33.8,27.4,53,21.7,99,58,1004.7,100,20.5,29.8,31.6,16
2006-08-12,33.2,27.5,51,21.4,99,59,1003.9,100,20.8,29.8,31.7,16.3
2006-08-13,35.2,27.4,55,21.9,85,63,1003.8,96,21.6,29.7,32.2,16.7
2006-08-14,35.3,26.9,53,20.7,85,58,1003.4,100,20.9,30.5,32.8,14.9
2006-08-15,35.8,27,51,18.8,91,59,1003.1,100,21.2,30.3,33,14.2
2006-08-16,35.2,27,51,20.8,100,55,1001.9,100,20.4,30.7,32.6,15.4
2006-08-17,35.3,27.2,3,22.3,97,54,1002.3,100,19.9,30.7,32.4,15
2006-08-18,34.7,27.1,53,20,60,63,1005.1,91,21.8,30,33.2,13.5
2006-08-19,34.3,26.4,61,17.6,75,69,1007.1,98,23.2,29.7,33.9,12.1
2006-08-20,33.9,25.8,63,21.8,96,79,1007.5,100,24.2,28.5,33.4,11.4
2006-08-21,33,25.5,51,20,99,78,1007.2,100,24,28.5,33.3,10.2
2006-08-22,30.2,25.5,55,17.9,99,81,1007,100,23.9,27.7,31.9,12.5
2006-08-23,33,26.2,3,19.4,100,75,1007.2,100,23.9,29.1,33,14.9
2006-08-24,33.6,26.6,3,18.7,87,73,1008,100,23.9,29.6,34,12.6
2006-08-25,34.3,27,53,23.4,47,72,1008.9,85,24,30,34.3,14.7
2006-08-26,35.2,25.4,53,18.2,79,70,1008.1,100,23.1,29.8,33.6,13.5
2006-08-27,34.8,27.8,3,19.2,98,61,1006.4,100,21.7,30.5,33.5,14.5
2006-08-28,34,27.5,3,19.9,100,54,1005.4,100,19.8,30.5,32.2,14.5
2006-08-29,33.7,27,51,17.2,100,57,1005.7,100,20.3,30.1,32.3,12.9
2006-08-30,34.6,27,3,17.7,100,56,1006.2,100,20.4,30.4,32.9,12.4
